time_s,mode,segment,robot_x,robot_y,robot_th_deg,n_obstacles,max_obs_speed
4.566,predictive,drive_to_B,0.3038,0.0002,0.08,1,0.005
4.666,predictive,drive_to_B,0.3079,0.0002,0.08,1,0.005
4.766,predictive,drive_to_B,0.3089,0.0002,0.08,1,0.005
4.916,predictive,drive_to_B,0.3111,0.0002,0.08,1,0.005
5.016,predictive,drive_to_B,0.3136,0.0002,0.08,1,0.005
5.166,predictive,drive_to_B,0.318,0.0002,0.08,1,0.005
5.266,predictive,drive_to_B,0.322,0.0002,0.08,1,0.006
5.416,predictive,drive_to_B,0.3283,0.0002,0.09,1,0.004
5.566,predictive,drive_to_B,0.3357,0.0002,0.09,1,0.005
5.716,predictive,drive_to_B,0.346,0.0003,0.1,1,0.005
5.817,predictive,drive_to_B,0.3528,0.0003,0.1,1,0.005
5.966,predictive,drive_to_B,0.3657,0.0003,0.1,1,0.005
6.066,predictive,drive_to_B,0.3731,0.0003,0.1,1,0.004
6.166,predictive,drive_to_B,0.3811,0.0003,0.1,1,0.005
6.267,predictive,drive_to_B,0.3929,0.0003,0.1,1,0.005
6.416,predictive,drive_to_B,0.4093,0.0003,0.11,1,0.004
6.516,predictive,drive_to_B,0.4193,0.0003,0.11,1,0.005
6.666,predictive,drive_to_B,0.4374,0.0003,0.11,1,0.006
6.766,predictive,drive_to_B,0.445,0.0003,0.11,1,0.005
6.916,predictive,drive_to_B,0.4469,0.0003,0.11,1,0.005
7.017,predictive,drive_to_B,0.4486,0.0003,0.11,1,0.005
7.166,predictive,drive_to_B,0.4518,0.0003,0.11,1,0.005
7.266,predictive,drive_to_B,0.455,0.0003,0.11,1,0.005
7.416,predictive,drive_to_B,0.4615,0.0004,0.11,1,0.004
7.566,predictive,drive_to_B,0.4696,0.0004,0.12,1,0.005
7.667,predictive,drive_to_B,0.4762,0.0004,0.12,1,0.005
7.816,predictive,drive_to_B,0.4855,0.0004,0.12,1,0.005
7.966,predictive,drive_to_B,0.4966,0.0004,0.12,1,0.005
8.066,predictive,drive_to_B,0.5051,0.0004,0.13,1,0.005
8.166,predictive,drive_to_B,0.5135,0.0004,0.13,1,0.005
8.316,predictive,drive_to_B,0.5281,0.0004,0.13,1,0.005
8.417,predictive,drive_to_B,0.5409,0.0004,0.14,1,0.005
8.566,predictive,drive_to_B,0.5581,0.0005,0.14,1,0.005
8.716,predictive,drive_to_B,0.5763,0.0005,0.15,1,0.006
8.866,predictive,drive_to_B,0.579,0.0005,0.15,1,0.004
8.966,predictive,drive_to_B,0.5802,0.0005,0.15,1,0.005
9.116,predictive,drive_to_B,0.5829,0.0005,0.14,1,0.005
9.216,predictive,drive_to_B,0.5855,0.0005,0.14,1,0.005
9.316,predictive,drive_to_B,0.5895,0.0005,0.14,1,0.005
9.416,predictive,drive_to_B,0.5935,0.0005,0.14,1,0.005
9.566,predictive,drive_to_B,0.6023,0.0005,0.14,1,0.005
9.716,predictive,drive_to_B,0.6122,0.0005,0.14,1,0.005
9.816,predictive,drive_to_B,0.6194,0.0005,0.15,1,0.005
9.966,predictive,drive_to_B,0.6331,0.0005,0.15,1,0.005
10.066,predictive,drive_to_B,0.6421,0.0006,0.15,1,0.005
10.216,predictive,drive_to_B,0.6534,0.0006,0.15,1,0.005
10.366,predictive,drive_to_B,0.6703,0.0006,0.16,1,0.006
10.467,predictive,drive_to_B,0.6847,0.0006,0.16,1,0.005
10.616,predictive,drive_to_B,0.6925,0.0006,0.16,1,0.005
10.767,predictive,drive_to_B,0.6948,0.0006,0.16,1,0.005
10.916,predictive,drive_to_B,0.6977,0.0006,0.16,1,0.005
11.016,predictive,drive_to_B,0.7013,0.0006,0.16,1,0.005
11.166,predictive,drive_to_B,0.7063,0.0006,0.16,1,0.005
11.266,predictive,drive_to_B,0.7107,0.0006,0.16,1,0.005
11.417,predictive,drive_to_B,0.7187,0.0006,0.16,1,0.005
11.566,predictive,drive_to_B,0.728,0.0007,0.16,1,0.005
11.666,predictive,drive_to_B,0.7353,0.0007,0.17,1,0.005
11.816,predictive,drive_to_B,0.745,0.0007,0.17,1,0.005
11.966,predictive,drive_to_B,0.7616,0.0007,0.17,1,0.005
12.116,predictive,drive_to_B,0.7748,0.0007,0.17,1,0.005
12.266,predictive,drive_to_B,0.7929,0.0008,0.17,1,0.005
12.416,predictive,drive_to_B,0.8087,0.0008,0.18,1,0.005
12.566,predictive,drive_to_B,0.8293,0.0008,0.18,1,0.004
12.666,predictive,drive_to_B,0.8397,0.0008,0.18,1,0.005
12.766,predictive,drive_to_B,0.8508,0.0009,0.18,1,0.005
12.916,predictive,drive_to_B,0.8516,0.0009,0.18,1,0.005
13.068,predictive,drive_to_B,0.8533,0.0009,0.18,1,0.005
13.216,predictive,drive_to_B,0.8573,0.0009,0.18,1,0.005
13.367,predictive,drive_to_B,0.8619,0.0009,0.18,1,0.005
13.516,predictive,drive_to_B,0.868,0.0009,0.18,1,0.005
13.666,predictive,drive_to_B,0.8755,0.0009,0.19,1,0.005
13.766,predictive,drive_to_B,0.8806,0.0009,0.18,1,0.005
13.916,predictive,drive_to_B,0.8911,0.001,0.19,1,0.005
14.016,predictive,drive_to_B,0.8976,0.001,0.19,1,0.005
14.116,predictive,drive_to_B,0.9046,0.001,0.19,1,0.005
14.266,predictive,drive_to_B,0.9176,0.001,0.19,1,0.005
14.416,predictive,drive_to_B,0.9321,0.0011,0.2,1,0.005
14.516,predictive,drive_to_B,0.9418,0.0011,0.2,1,0.005
14.666,predictive,drive_to_B,0.9589,0.0011,0.21,1,0.005
14.816,predictive,drive_to_B,0.9688,0.0011,0.21,1,0.005
14.966,predictive,drive_to_B,0.9713,0.0011,0.21,1,0.005
15.066,predictive,drive_to_B,0.9735,0.0011,0.21,1,0.005
15.216,predictive,drive_to_B,0.9775,0.0011,0.21,1,0.005
15.317,predictive,drive_to_B,0.9809,0.0011,0.21,1,0.005
15.466,predictive,drive_to_B,0.9876,0.0012,0.21,1,0.005
15.566,predictive,drive_to_B,0.993,0.0012,0.21,1,0.005
15.666,predictive,drive_to_B,0.9978,0.0012,0.21,1,0.005
15.767,predictive,drive_to_B,1.0047,0.0012,0.22,1,0.005
15.916,predictive,drive_to_B,1.0154,0.0012,0.22,1,0.005
16.066,predictive,drive_to_B,1.0282,0.0012,0.22,1,0.005
16.216,predictive,drive_to_B,1.0415,0.0013,0.23,1,0.005
16.317,predictive,drive_to_B,1.0497,0.0013,0.23,1,0.005
16.466,predictive,drive_to_B,1.0626,0.0013,0.23,1,0.005
16.617,predictive,drive_to_B,1.0799,0.0013,0.23,1,0.005
16.766,predictive,drive_to_B,1.0982,0.0014,0.24,1,0.005
16.866,predictive,drive_to_B,1.1073,0.0014,0.24,1,0.004
17.016,predictive,drive_to_B,1.1086,0.0014,0.24,1,0.005
17.166,predictive,drive_to_B,1.1106,0.0014,0.24,1,0.005
17.316,predictive,drive_to_B,1.1141,0.0014,0.25,1,0.005
17.466,predictive,drive_to_B,1.1186,0.0014,0.25,1,0.005
17.616,predictive,drive_to_B,1.1264,0.0014,0.25,1,0.005
17.766,predictive,drive_to_B,1.1338,0.0014,0.25,1,0.005
17.916,predictive,drive_to_B,1.1409,0.0015,0.25,1,0.005
18.066,predictive,drive_to_B,1.1517,0.0015,0.25,1,0.005
18.216,predictive,drive_to_B,1.1627,0.0015,0.25,1,0.005
18.316,predictive,drive_to_B,1.1701,0.0015,0.25,1,0.005
18.466,predictive,drive_to_B,1.183,0.0015,0.26,1,0.005
18.566,predictive,drive_to_B,1.1908,0.0015,0.26,1,0.005
18.716,predictive,drive_to_B,1.2065,0.0016,0.26,1,0.005
18.866,predictive,drive_to_B,1.2232,0.0016,0.27,1,0.005
18.966,predictive,drive_to_B,1.2334,0.0016,0.27,1,0.005
19.066,predictive,drive_to_B,1.2445,0.0016,0.27,1,0.005
19.216,predictive,drive_to_B,1.2542,0.0016,0.27,1,0.005
19.317,predictive,drive_to_B,1.2548,0.0017,0.27,1,0.005
19.466,predictive,drive_to_B,1.2569,0.0017,0.27,1,0.004
19.616,predictive,drive_to_B,1.2599,0.0017,0.27,1,0.005
19.717,predictive,drive_to_B,1.2626,0.0017,0.27,1,0.005
19.866,predictive,drive_to_B,1.2674,0.0017,0.27,1,0.005
19.966,predictive,drive_to_B,1.2709,0.0017,0.28,1,0.005
20.066,predictive,drive_to_B,1.2749,0.0017,0.28,1,0.005
20.166,predictive,drive_to_B,1.2804,0.0017,0.28,1,0.005
