time_s,mode,segment,robot_x,robot_y,robot_th_deg,n_obstacles,max_obs_speed
7.84,reactive,drive_to_B,0.5179,0.0004,0.13,1,0.005
7.99,reactive,drive_to_B,0.5215,0.0004,0.13,1,0.005
8.09,reactive,drive_to_B,0.5255,0.0005,0.13,1,0.005
8.239,reactive,drive_to_B,0.5321,0.0005,0.13,1,0.005
8.339,reactive,drive_to_B,0.5371,0.0005,0.13,1,0.005
8.44,reactive,drive_to_B,0.543,0.0005,0.13,1,0.005
8.59,reactive,drive_to_B,0.5531,0.0005,0.13,1,0.005
8.74,reactive,drive_to_B,0.5644,0.0005,0.13,1,0.005
8.89,reactive,drive_to_B,0.5752,0.0005,0.13,1,0.005
9.04,reactive,drive_to_B,0.5865,0.0005,0.14,1,0.005
9.19,reactive,drive_to_B,0.5997,0.0006,0.14,1,0.005
9.339,reactive,drive_to_B,0.6174,0.0006,0.14,1,0.005
9.439,reactive,drive_to_B,0.6299,0.0006,0.14,1,0.005
9.54,reactive,drive_to_B,0.6397,0.0006,0.15,1,0.005
9.64,reactive,drive_to_B,0.65,0.0006,0.15,1,0.005
9.79,reactive,drive_to_B,0.6681,0.0006,0.15,1,0.005
9.94,reactive,drive_to_B,0.6786,0.0007,0.15,1,0.005
10.04,reactive,drive_to_B,0.6793,0.0007,0.15,1,0.005
10.19,reactive,drive_to_B,0.6818,0.0007,0.15,1,0.005
10.34,reactive,drive_to_B,0.6848,0.0007,0.15,1,0.005
10.49,reactive,drive_to_B,0.6904,0.0007,0.16,1,0.005
10.64,reactive,drive_to_B,0.6972,0.0007,0.16,1,0.005
10.79,reactive,drive_to_B,0.7039,0.0007,0.16,1,0.005
10.94,reactive,drive_to_B,0.7128,0.0007,0.16,1,0.005
11.04,reactive,drive_to_B,0.7194,0.0007,0.17,1,0.005
11.14,reactive,drive_to_B,0.7253,0.0007,0.17,1,0.005
11.29,reactive,drive_to_B,0.7358,0.0007,0.17,1,0.005
11.39,reactive,drive_to_B,0.7463,0.0008,0.17,1,0.005
11.54,reactive,drive_to_B,0.7571,0.0008,0.18,1,0.005
11.69,reactive,drive_to_B,0.7727,0.0008,0.18,1,0.005
11.84,reactive,drive_to_B,0.7891,0.0008,0.18,1,0.005
11.989,reactive,drive_to_B,0.8061,0.0008,0.19,1,0.005
12.09,reactive,drive_to_B,0.8169,0.0009,0.19,1,0.005
12.239,reactive,drive_to_B,0.8359,0.0009,0.2,1,0.005
12.34,reactive,drive_to_B,0.8373,0.0009,0.2,1,0.005
12.49,reactive,drive_to_B,0.8392,0.0009,0.2,1,0.005
12.59,reactive,drive_to_B,0.8411,0.0009,0.2,1,0.005
12.74,reactive,drive_to_B,0.8448,0.0009,0.19,1,0.005
12.84,reactive,drive_to_B,0.8482,0.0009,0.19,1,0.005
12.99,reactive,drive_to_B,0.8546,0.0009,0.19,1,0.005
13.09,reactive,drive_to_B,0.8596,0.0009,0.19,1,0.005
13.19,reactive,drive_to_B,0.8657,0.0009,0.2,1,0.005
13.29,reactive,drive_to_B,0.8719,0.0009,0.19,1,0.005
13.39,reactive,drive_to_B,0.8832,0.0009,0.2,1,0.005
13.54,reactive,drive_to_B,0.8972,0.001,0.2,1,0.005
13.64,reactive,drive_to_B,0.9063,0.001,0.2,1,0.005
13.789,reactive,drive_to_B,0.9276,0.001,0.21,1,0.005
13.89,reactive,drive_to_B,0.9388,0.001,0.21,1,0.005
13.99,reactive,drive_to_B,0.9415,0.001,0.21,1,0.005
14.14,reactive,drive_to_B,0.9429,0.001,0.21,1,0.005
14.24,reactive,drive_to_B,0.9445,0.0011,0.21,1,0.005
14.39,reactive,drive_to_B,0.9483,0.0011,0.22,1,0.005
14.49,reactive,drive_to_B,0.9517,0.0011,0.22,1,0.005
14.59,reactive,drive_to_B,0.9559,0.0011,0.22,1,0.005
14.69,reactive,drive_to_B,0.9609,0.0011,0.22,1,0.005
14.84,reactive,drive_to_B,0.9681,0.0011,0.22,1,0.005
14.94,reactive,drive_to_B,0.973,0.0011,0.22,1,0.005
15.04,reactive,drive_to_B,0.981,0.0011,0.22,1,0.005
15.19,reactive,drive_to_B,0.992,0.0011,0.22,1,0.005
15.34,reactive,drive_to_B,1.0044,0.0012,0.22,1,0.005
15.49,reactive,drive_to_B,1.0194,0.0012,0.22,1,0.005
15.59,reactive,drive_to_B,1.0325,0.0012,0.22,1,0.005
15.74,reactive,drive_to_B,1.049,0.0012,0.23,1,0.005
15.89,reactive,drive_to_B,1.0672,0.0012,0.23,1,0.005
16.04,reactive,drive_to_B,1.0717,0.0012,0.23,1,0.005
16.14,reactive,drive_to_B,1.0732,0.0013,0.23,1,0.005
16.29,reactive,drive_to_B,1.0774,0.0013,0.23,1,0.005
16.44,reactive,drive_to_B,1.0835,0.0013,0.22,1,0.005
16.54,reactive,drive_to_B,1.0881,0.0013,0.23,1,0.005
16.69,reactive,drive_to_B,1.0962,0.0013,0.22,1,0.005
16.84,reactive,drive_to_B,1.1051,0.0013,0.23,1,0.005
16.94,reactive,drive_to_B,1.1131,0.0013,0.23,1,0.005
17.09,reactive,drive_to_B,1.124,0.0013,0.23,1,0.005
17.19,reactive,drive_to_B,1.1312,0.0014,0.23,1,0.005
17.291,reactive,drive_to_B,1.143,0.0014,0.23,1,0.005
17.439,reactive,drive_to_B,1.1592,0.0014,0.23,1,0.005
17.54,reactive,drive_to_B,1.1695,0.0014,0.23,1,0.005
17.689,reactive,drive_to_B,1.1872,0.0015,0.24,1,0.005
17.79,reactive,drive_to_B,1.1984,0.0015,0.25,1,0.005
17.89,reactive,drive_to_B,1.1997,0.0015,0.25,1,0.005
17.99,reactive,drive_to_B,1.2005,0.0015,0.25,1,0.005
18.14,reactive,drive_to_B,1.2042,0.0015,0.24,1,0.005
18.29,reactive,drive_to_B,1.2095,0.0015,0.24,1,0.005
18.44,reactive,drive_to_B,1.2158,0.0015,0.24,1,0.005
18.54,reactive,drive_to_B,1.2206,0.0015,0.25,1,0.005
18.64,reactive,drive_to_B,1.2249,0.0015,0.25,1,0.005
18.79,reactive,drive_to_B,1.2342,0.0016,0.24,1,0.005
18.94,reactive,drive_to_B,1.2474,0.0016,0.25,1,0.005
19.04,reactive,drive_to_B,1.2561,0.0016,0.25,1,0.005
19.19,reactive,drive_to_B,1.2707,0.0016,0.25,1,0.005
19.34,reactive,drive_to_B,1.2865,0.0016,0.25,1,0.005
19.44,reactive,drive_to_B,1.2964,0.0017,0.25,1,0.005
19.54,reactive,drive_to_B,1.3104,0.0017,0.25,1,0.005
19.689,reactive,drive_to_B,1.3237,0.0017,0.26,1,0.005
19.79,reactive,drive_to_B,1.3245,0.0017,0.26,1,0.005
19.89,reactive,drive_to_B,1.3261,0.0017,0.26,1,0.005
20.04,reactive,drive_to_B,1.3292,0.0017,0.26,1,0.005
20.19,reactive,drive_to_B,1.3332,0.0018,0.26,1,0.005
