epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
39,7964.4,1.55631,1.83054,0.01328,0.49664,0.34264,0.35233,0.23268,1.57369,2.00992,0.01383,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,8162.92,1.55176,1.81623,0.01321,0.49479,0.342,0.35059,0.23323,1.57368,2.03154,0.01395,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,8361.64,1.54472,1.79525,0.01322,0.48294,0.35264,0.35449,0.23475,1.57038,2.01814,0.01392,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,8560.75,1.5414,1.79278,0.01303,0.4927,0.35219,0.35428,0.23491,1.56621,2.00808,0.01371,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,8759.56,1.54068,1.78237,0.01298,0.50364,0.35532,0.36538,0.2423,1.56406,1.99413,0.01367,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,8958.71,1.5311,1.77819,0.01295,0.5051,0.35408,0.36286,0.24187,1.55683,1.9927,0.01357,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,9157.88,1.53463,1.75229,0.01302,0.50852,0.35718,0.36626,0.24431,1.55036,1.99067,0.01356,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,9356.86,1.53018,1.75442,0.0129,0.50774,0.35916,0.36751,0.24517,1.54041,1.9858,0.01339,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,9555.45,1.52516,1.74992,0.01287,0.51895,0.35359,0.36622,0.24297,1.54361,1.98806,0.01348,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,9753.45,1.52256,1.73926,0.01282,0.51548,0.35327,0.36594,0.24534,1.53335,1.98738,0.01332,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,9951.57,1.5306,1.73114,0.01278,0.52305,0.35902,0.37269,0.25074,1.52598,1.98052,0.01316,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,10149.7,1.51861,1.71611,0.0127,0.50281,0.36357,0.37311,0.25001,1.52624,1.96051,0.01314,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,10347.5,1.51515,1.7198,0.01275,0.51063,0.36704,0.37382,0.25225,1.52578,1.96639,0.01319,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,10545.5,1.51374,1.70452,0.01263,0.50362,0.36668,0.37678,0.25401,1.51829,1.94853,0.01308,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,10743.4,1.51293,1.69423,0.01263,0.50853,0.37204,0.38045,0.25601,1.52439,1.95247,0.0131,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,10941.2,1.50837,1.68186,0.01251,0.52542,0.36938,0.38446,0.25973,1.51997,1.94683,0.01308,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,11139.9,1.50793,1.67633,0.01248,0.52003,0.36745,0.37898,0.25524,1.51814,1.95318,0.01303,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,11337.4,1.50192,1.6586,0.01242,0.51809,0.36972,0.38108,0.25702,1.5164,1.9493,0.01306,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,11536.3,1.50614,1.6552,0.01245,0.52036,0.37007,0.38184,0.258,1.51332,1.9493,0.01299,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,11734.8,1.49996,1.65392,0.01238,0.52598,0.36958,0.38374,0.25886,1.50785,1.94506,0.01296,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,11933.3,1.49061,1.63924,0.01236,0.52114,0.372,0.38301,0.25889,1.50848,1.9431,0.01295,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,12131.5,1.49589,1.63477,0.01239,0.51777,0.37489,0.38465,0.26016,1.51088,1.93517,0.01298,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,12329.7,1.49475,1.63086,0.01229,0.52451,0.37388,0.38488,0.25963,1.50882,1.94314,0.01295,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,12527.9,1.48175,1.61186,0.0122,0.52676,0.37067,0.38374,0.25987,1.50714,1.94402,0.01291,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,12726,1.48018,1.59752,0.01216,0.52064,0.37436,0.38489,0.26068,1.50745,1.94332,0.01291,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,12923.5,1.47911,1.59401,0.01214,0.51064,0.37947,0.38649,0.26202,1.5104,1.93934,0.01294,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,13122.6,1.47894,1.59203,0.01207,0.52904,0.37463,0.38723,0.26251,1.50745,1.94489,0.01287,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,13321,1.47571,1.58339,0.01206,0.52299,0.37868,0.38731,0.26215,1.50513,1.94415,0.01286,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,13518.8,1.46991,1.5742,0.01194,0.52086,0.3782,0.38834,0.26304,1.50378,1.9484,0.01282,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,13717.1,1.46826,1.56237,0.0119,0.51351,0.37922,0.38728,0.26251,1.50478,1.94516,0.01284,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,13915.2,1.46712,1.5673,0.01189,0.54229,0.36869,0.38792,0.2628,1.50463,1.94471,0.01284,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,14113.4,1.46645,1.54449,0.01192,0.52848,0.37579,0.38872,0.2635,1.50313,1.94196,0.01284,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,14311.7,1.46085,1.54054,0.01182,0.53226,0.37483,0.38963,0.26391,1.50336,1.94511,0.01285,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,14509.2,1.46459,1.54059,0.01181,0.53464,0.37663,0.39067,0.26499,1.50377,1.94434,0.01284,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,14707.5,1.45195,1.52158,0.01173,0.52703,0.38158,0.39194,0.2658,1.50216,1.94271,0.01283,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,14906.3,1.45497,1.51428,0.01171,0.53068,0.38108,0.39168,0.26588,1.50334,1.94196,0.01283,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,15104.9,1.45812,1.50754,0.01169,0.53569,0.37798,0.391,0.26535,1.50333,1.94436,0.01281,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,15303.3,1.45026,1.50251,0.01162,0.53215,0.37889,0.39151,0.26574,1.50117,1.94645,0.01277,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,15500.9,1.44568,1.51072,0.01161,0.54046,0.37593,0.39171,0.26596,1.50113,1.95071,0.01277,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,15698.6,1.44421,1.49081,0.01151,0.54173,0.37507,0.39178,0.26598,1.50081,1.95066,0.01277,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,15897.1,1.43973,1.48235,0.01153,0.54364,0.37211,0.39191,0.26617,1.50022,1.95428,0.01278,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,16095.4,1.44585,1.47423,0.0115,0.53896,0.37297,0.39128,0.26605,1.49952,1.95536,0.01277,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,16294.1,1.4358,1.46232,0.01144,0.5332,0.37542,0.39231,0.26659,1.49985,1.95506,0.01278,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,16492,1.43155,1.46305,0.01137,0.53763,0.3774,0.3929,0.26703,1.49926,1.95591,0.01278,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,16689.3,1.42662,1.44418,0.01142,0.54317,0.37685,0.39349,0.2674,1.49883,1.95384,0.01278,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,16886.7,1.42432,1.43759,0.01133,0.5405,0.37808,0.39341,0.26706,1.49933,1.95411,0.0128,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,17084.8,1.42152,1.44233,0.01127,0.53488,0.38067,0.39361,0.26766,1.49797,1.95407,0.01276,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,17282.3,1.41933,1.4319,0.01126,0.54513,0.37738,0.39391,0.26796,1.49729,1.95612,0.01274,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,17479.4,1.4167,1.43238,0.01121,0.54095,0.3793,0.39379,0.26804,1.49743,1.95666,0.01276,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,17676.3,1.41392,1.42681,0.0112,0.54364,0.3787,0.39338,0.26773,1.49776,1.95722,0.01276,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,17873.7,1.41429,1.40458,0.01113,0.55009,0.37693,0.39316,0.2676,1.49747,1.9586,0.01276,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,18071.3,1.41955,1.41224,0.01108,0.54975,0.37688,0.39342,0.26757,1.49661,1.95941,0.01275,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,18269.2,1.4108,1.40149,0.011,0.54902,0.37859,0.39379,0.26795,1.49667,1.96013,0.01275,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,18467.4,1.40642,1.3887,0.01096,0.54578,0.37972,0.39394,0.26784,1.49626,1.96169,0.01275,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,18665.5,1.39901,1.37495,0.01092,0.54609,0.38013,0.39393,0.26801,1.49662,1.96162,0.01275,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,18863.9,1.39683,1.38041,0.01091,0.54391,0.38138,0.39512,0.26827,1.4964,1.96237,0.01275,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,19064.1,1.39569,1.37679,0.01087,0.5457,0.38022,0.39527,0.26849,1.49631,1.96433,0.01274,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,19263.3,1.39623,1.35941,0.01086,0.54301,0.38142,0.39503,0.26821,1.49649,1.96555,0.01275,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,19462.9,1.39281,1.35601,0.01084,0.53766,0.38349,0.39532,0.26835,1.49702,1.96583,0.01276,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,19662.5,1.38624,1.34462,0.01079,0.5429,0.3823,0.39526,0.26855,1.49756,1.96614,0.01277,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,19862.3,1.38772,1.3413,0.01077,0.54754,0.38105,0.39534,0.26862,1.49822,1.96606,0.0128,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,20062.2,1.38021,1.32767,0.01067,0.54458,0.38215,0.39508,0.26832,1.49809,1.9668,0.01279,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,20261.4,1.37596,1.32552,0.01061,0.54453,0.38266,0.39521,0.26835,1.49703,1.96883,0.01278,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,20460.9,1.37782,1.31552,0.01062,0.54581,0.38163,0.39481,0.26814,1.4968,1.97089,0.01278,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,20660.3,1.37825,1.3159,0.01051,0.54819,0.38049,0.3946,0.26794,1.49707,1.9723,0.01278,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,20859.4,1.36883,1.30177,0.01057,0.54123,0.38332,0.39515,0.26824,1.49782,1.9722,0.01278,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,21058.5,1.36878,1.29573,0.01045,0.54017,0.38321,0.39539,0.26847,1.4973,1.97376,0.01278,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,21258.4,1.36511,1.28706,0.01042,0.54225,0.38241,0.39551,0.26845,1.49815,1.97385,0.01278,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,21457.4,1.36184,1.29179,0.01041,0.5409,0.38199,0.39531,0.26853,1.49768,1.97628,0.01277,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,21656.4,1.3647,1.28286,0.01038,0.54203,0.38262,0.39526,0.26841,1.4982,1.97733,0.01278,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,21856,1.35888,1.26646,0.01027,0.54682,0.37956,0.39482,0.26831,1.49862,1.97804,0.01279,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,22055.5,1.35544,1.26844,0.01025,0.54481,0.3802,0.39485,0.26832,1.49852,1.97911,0.01279,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,22254.8,1.35257,1.25185,0.0102,0.54559,0.3803,0.3952,0.26853,1.49898,1.98054,0.0128,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,22454.3,1.34457,1.24167,0.01021,0.54342,0.38076,0.39533,0.26863,1.49914,1.98166,0.01279,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,22653.4,1.34373,1.24009,0.01017,0.547,0.38005,0.39583,0.26887,1.49895,1.984,0.01279,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,22852.8,1.34503,1.23989,0.01012,0.54739,0.38009,0.39576,0.26877,1.49936,1.98463,0.0128,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,23052,1.33629,1.23228,0.01001,0.5459,0.38014,0.39578,0.26875,1.49937,1.9862,0.0128,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,23251.4,1.33626,1.21434,0.01006,0.5411,0.38056,0.39523,0.26847,1.50026,1.98629,0.01281,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,23451.5,1.33431,1.22102,0.01,0.54238,0.38009,0.39515,0.26841,1.50017,1.9869,0.01282,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,23651.3,1.33396,1.21597,0.00994,0.54467,0.37999,0.3951,0.26836,1.50072,1.98773,0.01283,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,23850.8,1.3267,1.19977,0.00986,0.54269,0.381,0.39512,0.26824,1.50068,1.98964,0.01282,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,24049.8,1.32391,1.19752,0.00981,0.54398,0.38048,0.39502,0.26807,1.50131,1.99075,0.01283,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,24248.8,1.31712,1.1901,0.00985,0.54262,0.38028,0.39475,0.26779,1.50147,1.99237,0.01283,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,24447.3,1.31924,1.18378,0.00976,0.54524,0.37845,0.3947,0.26779,1.50183,1.99352,0.01283,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,24645.5,1.31796,1.18314,0.00979,0.54611,0.3777,0.39469,0.26762,1.50249,1.9949,0.01284,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,24844.4,1.31162,1.173,0.00974,0.54666,0.37781,0.39479,0.26748,1.50259,1.99732,0.01284,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,25043.6,1.31092,1.16896,0.00965,0.54654,0.3772,0.39464,0.26729,1.50284,1.99925,0.01284,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,25242.9,1.30643,1.16205,0.00961,0.54503,0.37774,0.39499,0.26745,1.5029,2.00085,0.01285,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,25442.1,1.30515,1.16015,0.00961,0.5472,0.37786,0.39533,0.26765,1.50285,2.00324,0.01285,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,25642.1,1.30639,1.14978,0.0095,0.54931,0.37728,0.39519,0.26763,1.50271,2.005,0.01285,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,25841.5,1.29903,1.14115,0.0095,0.5489,0.37682,0.39499,0.2674,1.50305,2.00738,0.01286,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,26041.1,1.29653,1.1407,0.00944,0.54608,0.37843,0.39484,0.26729,1.50309,2.00943,0.01286,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,26240.1,1.29492,1.12431,0.00943,0.54823,0.37833,0.39434,0.26682,1.50408,2.01021,0.01287,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,26438.3,1.28766,1.11907,0.00937,0.54727,0.37803,0.39426,0.26669,1.50428,2.0128,0.01288,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,26635.9,1.28521,1.11911,0.00937,0.54455,0.37983,0.39444,0.2667,1.50479,2.01457,0.0129,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,26833.6,1.28647,1.11541,0.00933,0.54872,0.37883,0.39451,0.26659,1.50544,2.01566,0.0129,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,27032.2,1.27884,1.11164,0.00924,0.54827,0.37922,0.39438,0.26661,1.50506,2.0181,0.01291,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,27231.1,1.27997,1.1036,0.00924,0.54691,0.38094,0.39446,0.26665,1.50615,2.0183,0.01292,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,27430.2,1.28011,1.10436,0.00927,0.54854,0.37998,0.39401,0.26634,1.50614,2.02029,0.01292,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,27629.3,1.27212,1.09293,0.00914,0.54924,0.37967,0.39419,0.26624,1.50641,2.02232,0.01292,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,27828.8,1.27046,1.09259,0.00907,0.54973,0.37994,0.39408,0.26612,1.50657,2.025,0.01293,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,28027.8,1.2742,1.08983,0.00909,0.5489,0.37984,0.394,0.26604,1.50696,2.02707,0.01293,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,28233,1.26985,1.07938,0.00908,0.54953,0.37907,0.39371,0.26587,1.50745,2.02888,0.01294,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
