epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,2717.95,1.68809,2.29306,0.01095,0.50245,0.37239,0.37967,0.2396,1.62219,1.9231,0.01453,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,2959.03,1.67364,2.27562,0.01092,0.51255,0.37891,0.38954,0.24597,1.60928,1.88832,0.01428,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,3200.21,1.68099,2.26751,0.01084,0.50838,0.37807,0.38731,0.25048,1.61282,1.91511,0.01431,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,3441.36,1.66357,2.23731,0.0107,0.49746,0.38736,0.38627,0.24507,1.60078,1.91645,0.014,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,3682.16,1.6649,2.22392,0.01076,0.52835,0.39757,0.4072,0.26428,1.57672,1.8699,0.01395,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,3923.64,1.65744,2.20591,0.01075,0.53432,0.38789,0.40486,0.26275,1.5801,1.85062,0.0138,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,4163.93,1.65179,2.20255,0.01069,0.54734,0.38376,0.4062,0.26315,1.58265,1.85035,0.01381,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,4404.21,1.65327,2.19276,0.01061,0.55603,0.39243,0.41334,0.26921,1.58489,1.84193,0.01389,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,4644.75,1.64191,2.17308,0.01057,0.53074,0.39301,0.40857,0.26772,1.55939,1.83584,0.01353,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,4885.77,1.64207,2.16611,0.01049,0.52559,0.40249,0.41343,0.27309,1.55003,1.83445,0.0133,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,5125.19,1.6406,2.16509,0.01044,0.55233,0.39429,0.41487,0.27328,1.55477,1.84064,0.01346,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,5366.31,1.6371,2.14708,0.01043,0.54726,0.39682,0.41891,0.27659,1.55048,1.80942,0.0132,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,5605.93,1.63017,2.14092,0.01039,0.55724,0.39868,0.41876,0.27407,1.54068,1.80191,0.01311,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,5847.17,1.62182,2.13222,0.01031,0.55488,0.40072,0.41951,0.27741,1.53247,1.79887,0.01323,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,6088.04,1.62095,2.12204,0.0103,0.53695,0.40164,0.41949,0.27879,1.52368,1.81757,0.01311,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,6329.19,1.62493,2.11673,0.01021,0.56287,0.40044,0.4236,0.28389,1.52186,1.79441,0.01301,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,6570.77,1.62748,2.11761,0.01016,0.55638,0.40279,0.42392,0.28241,1.52187,1.79781,0.01294,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,6810.32,1.60785,2.10419,0.01023,0.56171,0.4024,0.42601,0.2842,1.52609,1.78297,0.0131,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,7051.37,1.61562,2.10154,0.01015,0.54332,0.41039,0.42517,0.28542,1.51101,1.7943,0.01271,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,7291.71,1.60986,2.0998,0.01022,0.55486,0.41164,0.43191,0.28927,1.50977,1.76654,0.0127,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,7532.63,1.60688,2.08084,0.01009,0.54581,0.41681,0.43497,0.29204,1.50026,1.75432,0.01266,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,7772.54,1.61053,2.08358,0.01012,0.56495,0.40972,0.4358,0.29146,1.50681,1.7567,0.01277,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,8013.55,1.60429,2.07589,0.01005,0.58136,0.40597,0.43677,0.29539,1.49508,1.76568,0.01258,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,8254.25,1.60226,2.07341,0.01007,0.55301,0.42414,0.43998,0.29768,1.49184,1.74349,0.01245,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,8495.28,1.60673,2.07265,0.01009,0.566,0.41906,0.43975,0.29719,1.48697,1.73692,0.01239,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,8735.6,1.60086,2.05986,0.01001,0.56423,0.42752,0.44676,0.30114,1.50064,1.72702,0.01252,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,8975.87,1.59833,2.03901,0.01,0.58175,0.41721,0.4429,0.30158,1.48092,1.73382,0.01236,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,9215.82,1.5964,2.04718,0.01003,0.59115,0.41173,0.44818,0.30226,1.48896,1.72247,0.01245,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,9456.22,1.59111,2.03495,0.00995,0.56871,0.42117,0.44671,0.30427,1.4711,1.73761,0.01221,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,9695.57,1.59491,2.04028,0.00994,0.55911,0.43105,0.45018,0.3066,1.47792,1.73024,0.0123,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,9936.58,1.5855,2.02779,0.00989,0.57769,0.42292,0.44828,0.30521,1.47526,1.72245,0.01222,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,10178.6,1.59732,2.03088,0.00994,0.56942,0.42275,0.45031,0.30626,1.46745,1.72511,0.01214,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,10419.2,1.59304,2.02695,0.00986,0.58131,0.42453,0.44996,0.30715,1.47335,1.71995,0.01225,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,10658.6,1.58351,2.01247,0.00989,0.5961,0.41997,0.45357,0.30777,1.47077,1.71851,0.0122,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,10898.6,1.58633,2.01192,0.00979,0.57968,0.42613,0.45328,0.3095,1.46397,1.71879,0.01214,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,11140.5,1.58382,2.01644,0.00979,0.579,0.4209,0.45091,0.30961,1.458,1.71247,0.01202,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,11381.3,1.57428,1.99941,0.0098,0.58316,0.42368,0.45369,0.31079,1.46135,1.70465,0.01205,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,11624.3,1.58364,2.00109,0.00975,0.59424,0.42346,0.45707,0.31324,1.4588,1.70284,0.01203,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,11869.1,1.57394,1.99055,0.00971,0.58534,0.42661,0.45703,0.31541,1.4546,1.70829,0.01196,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,12112.8,1.57673,1.98659,0.00969,0.58224,0.42647,0.45485,0.31282,1.45255,1.70493,0.01192,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,12355.1,1.58217,1.99672,0.00967,0.57919,0.42879,0.45695,0.31413,1.45245,1.70447,0.01193,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,12598.1,1.56787,1.97494,0.00965,0.58534,0.42954,0.45834,0.31566,1.45455,1.69826,0.01198,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,12841.5,1.5788,1.97822,0.00957,0.5869,0.42705,0.46113,0.3166,1.45213,1.6925,0.01193,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,13083.9,1.57614,1.98343,0.00956,0.57831,0.42991,0.46034,0.31635,1.44842,1.69761,0.01187,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,13324.9,1.57206,1.97727,0.00961,0.59133,0.42767,0.46019,0.31796,1.44842,1.69643,0.01183,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,13565.8,1.57295,1.97009,0.00958,0.57704,0.43608,0.46023,0.31702,1.44719,1.69155,0.01185,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,13807.4,1.55137,1.95245,0.00953,0.5799,0.43435,0.46182,0.31928,1.44366,1.69147,0.01178,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,14049.2,1.55767,1.9536,0.00953,0.58398,0.43824,0.46407,0.32143,1.44486,1.69143,0.01182,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,14290.8,1.56769,1.95507,0.00951,0.59401,0.43546,0.46503,0.32178,1.44513,1.68724,0.01178,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,14532.1,1.56372,1.95129,0.00952,0.60079,0.42988,0.46472,0.32111,1.44275,1.68914,0.01179,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,14774.1,1.56244,1.93316,0.00939,0.61005,0.42565,0.4652,0.32232,1.44097,1.68631,0.01177,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,15014.5,1.55446,1.92808,0.00944,0.59081,0.43576,0.46525,0.32183,1.44096,1.68817,0.01175,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,15255.5,1.54914,1.93014,0.00937,0.59802,0.43169,0.46441,0.32114,1.44046,1.68897,0.01173,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,15496.2,1.5565,1.92919,0.00939,0.57261,0.44306,0.464,0.32172,1.43979,1.68653,0.01173,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,15738.1,1.5467,1.91353,0.00934,0.59926,0.4313,0.4646,0.32162,1.44106,1.68399,0.01173,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,15979.1,1.55223,1.92673,0.0094,0.59293,0.43614,0.46586,0.32278,1.43928,1.68127,0.01172,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,16221.1,1.54421,1.90847,0.00933,0.58095,0.44095,0.46399,0.32194,1.43836,1.68111,0.01169,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,16462.3,1.54681,1.91258,0.00918,0.58895,0.43515,0.46412,0.32208,1.43671,1.68376,0.01164,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,16703,1.54745,1.9205,0.00929,0.59359,0.43814,0.4665,0.32367,1.43771,1.68169,0.01166,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,16943,1.53795,1.90378,0.00923,0.59642,0.43565,0.46633,0.32346,1.437,1.68351,0.01164,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,17183.1,1.5401,1.90604,0.00921,0.59593,0.43663,0.46595,0.32263,1.43691,1.68233,0.01166,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,17423.8,1.53456,1.89374,0.0092,0.59347,0.43764,0.46624,0.32336,1.43587,1.6812,0.01164,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,17664.5,1.52946,1.88516,0.00921,0.58688,0.43836,0.46657,0.32341,1.43521,1.67957,0.01164,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,17905.1,1.5253,1.88613,0.00918,0.58957,0.43948,0.4683,0.32448,1.43511,1.6785,0.01163,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,18145.8,1.52695,1.8804,0.00911,0.58978,0.43933,0.46851,0.32417,1.43383,1.67957,0.01161,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,18386.1,1.53242,1.89151,0.00913,0.59756,0.43645,0.46854,0.32423,1.43389,1.6788,0.01161,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,18627.1,1.52534,1.87208,0.0091,0.58958,0.44031,0.4686,0.32451,1.43361,1.67997,0.01161,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,18867.9,1.52505,1.86413,0.00908,0.59241,0.43889,0.4685,0.3245,1.4342,1.68045,0.01162,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,19108.1,1.52197,1.87312,0.00906,0.59444,0.43653,0.468,0.32403,1.43366,1.68073,0.01162,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,19347.7,1.52408,1.86573,0.00904,0.59826,0.43359,0.46781,0.32418,1.43144,1.68354,0.01159,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,19587.7,1.51556,1.85174,0.009,0.59715,0.43558,0.4677,0.32422,1.43178,1.68286,0.01159,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,19828.2,1.51023,1.85857,0.00898,0.59589,0.43858,0.46742,0.32384,1.43202,1.68318,0.0116,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,20069,1.51891,1.85178,0.009,0.60026,0.43611,0.46803,0.32441,1.43275,1.68196,0.0116,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,20310.6,1.519,1.84551,0.00898,0.60286,0.43521,0.4685,0.3248,1.4324,1.68209,0.0116,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,20551.5,1.51382,1.84666,0.00901,0.59751,0.438,0.46835,0.3249,1.43329,1.68156,0.0116,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,20792.1,1.50673,1.84562,0.00894,0.591,0.4399,0.46867,0.3252,1.43278,1.68188,0.0116,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,21032.7,1.50736,1.8406,0.00897,0.59127,0.43923,0.46849,0.32514,1.43305,1.68229,0.01161,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,21273,1.50976,1.8428,0.00891,0.59198,0.43919,0.46856,0.32517,1.43256,1.68223,0.01159,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,21513.5,1.50219,1.83455,0.00889,0.59649,0.43841,0.46864,0.32522,1.43289,1.68119,0.01159,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,21754.1,1.4992,1.82027,0.00881,0.59438,0.43969,0.46898,0.32553,1.43279,1.68065,0.01159,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,21993,1.49503,1.63388,0.01031,0.59592,0.4401,0.4688,0.32558,1.43293,1.67933,0.01161,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,22225.3,1.48361,1.61495,0.01016,0.59156,0.44233,0.46873,0.32547,1.43274,1.67961,0.0116,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,22457.2,1.47636,1.59768,0.01007,0.59209,0.44128,0.46859,0.32541,1.43332,1.67961,0.01161,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,22690.3,1.47444,1.59341,0.01005,0.59056,0.44097,0.46836,0.32511,1.43309,1.68049,0.0116,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,22924.9,1.46748,1.59001,0.00991,0.58939,0.44118,0.46818,0.32491,1.43301,1.68123,0.0116,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,23159.2,1.47155,1.58139,0.00993,0.59329,0.43912,0.46833,0.32488,1.43349,1.68171,0.01161,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,23394.2,1.46793,1.56131,0.00991,0.59253,0.43901,0.46844,0.32491,1.43463,1.68069,0.01162,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,23630.1,1.46104,1.5693,0.00983,0.59628,0.43858,0.46848,0.32486,1.43457,1.68079,0.01162,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,23863.2,1.46429,1.56382,0.00985,0.59885,0.43751,0.46861,0.32516,1.43492,1.68085,0.01162,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,24096.2,1.46199,1.56499,0.00984,0.59708,0.43865,0.46893,0.32522,1.43459,1.68161,0.01161,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
